      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000         25.0000         25.0000         25.0000         25.0000         25.0000
      25.0000         25.0000    ,
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000    ,
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000    ,
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
